#Classification	measle_count
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Methylibium|s__Methylibium_petroleiphilum	5
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Methylibium|s__Methylibium_petroleiphilum|x__Methylibium_petroleiphilum_PM1	5
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Methylibium|x__unclassified_Methylibium	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Methylibium|x__unclassified_Methylibium|s__Methylibium_sp._Pch-M	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles	1013
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|x__unclassified_Roseateles	637
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|x__unclassified_Roseateles|s__Mitsuaria_sp._7	354
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|x__unclassified_Roseateles|s__Roseateles_sp._So40a	106
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|x__unclassified_Roseateles|s__Paucibacter_sp._KCTC_42545	41
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|x__unclassified_Roseateles|s__Roseateles_sp._DAIF2	14
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|x__unclassified_Roseateles|s__Roseateles_sp._UC29_93	14
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|x__unclassified_Roseateles|s__Roseateles_sp._SL47	12
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|s__Roseateles_amylovorans	179
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|s__Paucibacter_sediminis	50
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|s__Roseateles_depolymerans	19
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Roseateles|s__Kinneretia_aquatilis	10
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Piscinibacter	92
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Piscinibacter|s__Piscinibacter_gummiphilus	68
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Piscinibacter|x__unclassified_Piscinibacter	24
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Piscinibacter|x__unclassified_Piscinibacter|s__Piscinibacter_sp._XHJ-5	24
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Caldimonas	56
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Caldimonas|s__Caldimonas_aquatica	32
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Caldimonas|s__Caldimonas_thermodepolymerans	7
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Caldimonas|s__Caldimonas_brevitalea	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Sphaerotilus	24
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Sphaerotilus|s__Sphaerotilus_microaerophilus	22
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Sphaerotilus|s__Sphaerotilus_sulfidivorans	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Aquincola	15
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Aquincola|s__Aquincola_tertiaricarbonis	15
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Rubrivivax	12
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Rubrivivax|s__Rubrivivax_gelatinosus	12
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Rubrivivax|s__Rubrivivax_gelatinosus|x__Rubrivivax_gelatinosus_IL144	6
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Inhella	7
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Inhella|s__Inhella_inkyongensis	7
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Leptothrix	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Leptothrix|s__Leptothrix_cholodnii	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Sphaerotilaceae|g__Leptothrix|s__Leptothrix_cholodnii|x__Leptothrix_cholodnii_SP-6	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	1869
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group	1318
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Duganella	357
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Duganella|x__unclassified_Duganella	357
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Duganella|x__unclassified_Duganella|s__Duganella_sp._BuS-21	357
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Pseudoduganella	78
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Pseudoduganella|x__unclassified_Pseudoduganella	69
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Pseudoduganella|x__unclassified_Pseudoduganella|s__Pseudoduganella_sp._UC29_71	69
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Pseudoduganella|s__Pseudoduganella_flava	6
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Pseudoduganella|s__Pseudoduganella_lutea	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Pseudoduganella|s__Pseudoduganella_umbonata	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Pseudoduganella|s__Pseudoduganella_aquatica	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Massilia	38
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Massilia|s__Massilia_antarctica	5
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Massilia|x__unclassified_Massilia	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Massilia|x__unclassified_Massilia|s__Massilia_sp._NP310	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Massilia|x__unclassified_Massilia|s__Massilia_sp._H6	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Massilia|s__Massilia_violaceinigra	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Massilia|s__Massilia_varians	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Telluria	33
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Telluria|s__Telluria_beijingensis	26
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Telluria|s__Telluria_mixta	7
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Rugamonas	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Rugamonas|x__unclassified_Rugamonas	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|x__Telluria_group|g__Rugamonas|x__unclassified_Rugamonas|s__Rugamonas_sp._DEMB1	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum	461
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_hiltneri	439
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_hiltneri|x__Herbaspirillum_hiltneri_N3	439
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_frisingense	8
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_seropedicae	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_rubrisubalbicans	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_rubrisubalbicans|x__Herbaspirillum_rubrisubalbicans_Os34	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|x__unclassified_Herbaspirillum	2
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|x__unclassified_Herbaspirillum|s__Herbaspirillum_sp._meg3	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|x__unclassified_Herbaspirillum|s__Herbaspirillum_sp._DW155	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum	60
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|x__unclassified_Noviherbaspirillum	60
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|x__unclassified_Noviherbaspirillum|s__Noviherbaspirillum_sp._UKPF54	59
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Noviherbaspirillum|x__unclassified_Noviherbaspirillum|s__Noviherbaspirillum_sp._ST_5-3	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Actimicrobium	18
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Actimicrobium|x__unclassified_Actimicrobium	18
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Actimicrobium|x__unclassified_Actimicrobium|s__Actimicrobium_sp._CCC2.4	18
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas	8
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_fungivorans	7
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_fungivorans|x__Collimonas_fungivorans_Ter331	5
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Collimonas|s__Collimonas_arenae	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium	4
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_rivuli	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis	1140
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Aquabacterium	827
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Aquabacterium|s__Aquabacterium_olei	815
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Aquabacterium|x__unclassified_Aquabacterium	12
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Aquabacterium|x__unclassified_Aquabacterium|s__Aquabacterium_sp._J223	12
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Eleftheria	305
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Eleftheria|s__Eleftheria_terrae	305
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Tepidimonas	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Tepidimonas|s__Tepidimonas_taiwanensis	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Rhizobacter	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Rhizobacter|x__unclassified_Rhizobacter	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Rhizobacter|x__unclassified_Rhizobacter|s__Rhizobacter_sp._AJA081-3	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Thiomonas	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Thiomonas|x__unclassified_Thiomonas	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Thiomonas|x__unclassified_Thiomonas|s__Thiomonas_sp._X19	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Xylophilus	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|x__Burkholderiales_genera_incertae_sedis|g__Xylophilus|s__Xylophilus_rhododendri	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	65
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	23
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_xylosoxidans	6
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_xylosoxidans|x__Achromobacter_xylosoxidans_A8	4
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_aegrifaciens	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_insolitus	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|x__unclassified_Achromobacter	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella	15
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_pseudohinzii	10
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_flabilis	3
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_petrii	1
x__cellular_organisms|x__Bacteria|k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella|s__Bordetella_hinzii	1
